,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,material,seasonality,occasion
363,749485001,TVP Kikci L/S 3pack,Top,Garment Upper body,All over pattern,White,Jersey Fancy,"Long-sleeved tops in soft, stretchy cotton jersey in various designs.",cotton jersey,all year,unknown
364,867509001,LIVIA SWEATER,Sweater,Garment Upper body,Melange,Off White,Knitwear,V-neck jumper in a soft knit containing some wool with dropped shoulders and long sleeves.,wool,fall/winter,casual
365,747485006,MOMO cropt top,Sweater,Garment Upper body,Solid,Yellow,Knitwear,"Short jumper in a soft, rib knit with a small stand-up collar and long sleeves.",rib knit,fall/winter,casual
366,566175003,Love cutout ballerina,Ballerinas,Shoes,Solid,Black,Shoes,"Ballet pumps in imitation leather with a cut-out pattern, imitation leather linings and insoles and rubber soles.",imitation leather,all year,casual
367,878794001,Fissa Set 1pk,Bra,Underwear,Lace,Black,"Under-, Nightwear","Set with a soft, non-wired bra and a pair of briefs in lace. Bra with adjustable shoulder straps, padded cups that shape the bust and provide good support and a wide lace trim at the hem. No fasteners. Briefs with a low, V-shaped waist, lined gusset and high cut at the back.",lace,all year,unknown
368,681917002,EQ QUINOA TEE,T-shirt,Garment Upper body,Placement print,Light Blue,Unknown,"Wide, cropped T-shirt in cotton jersey with a motif.",cotton jersey,all year,unknown
369,659248003,Speed Caitlyn Necklace PK,Necklace,Accessories,Solid,Silver,Accessories,"Metal chain necklaces in various lengths and designs. One snake chain necklace and two with pendants. Adjustable length, 43-51 cm, 48-55 cm and 62.5-70 cm.",metal,all year,casual or dressy
370,660320001,Blake blouse,Top,Garment Upper body,Front print,White,Jersey Fancy,"Long-sleeved top in cotton jersey with a print motif, opening and button at the back of the neck and a lace trim at the hem. Slightly longer at the back.",cotton,all year,casual
371,891102003,Albin Low Sneaker,Sneakers,Shoes,Solid,White,Shoes,Platform trainers in cotton canvas with lacing and a tongue at the front. Cotton canvas linings and insoles and fluted rubber soles.,cotton canvas,all year,casual
372,588041001,CLASSIC FIT CREW NECK,Sweater,Garment Upper body,Placement print,Black,Jersey Fancy,"Top in sweatshirt fabric with a motif on the front and ribbing around the neckline, cuffs and hem. Soft brushed inside.",sweatshirt fabric,fall/winter,casual
373,292453031,Flirty Chantal earring,Earring,Accessories,Solid,Dark Pink,Accessories,Earrings with plastic beads and tassels. Length 8.5 cm.,plastic,all year,casual
374,759415002,Marco Swim Shoe SB.,Other shoe,Shoes,All over pattern,Blue,Shoes,"Aqua shoes in scuba fabric with a loop front and back, and textured thermoplastic rubber (TPR) soles.",scuba fabric,unknown,unknown
375,624543055,RONJA 5-p fancy brief,Underwear bottom,Underwear,Mixed solid/pattern,Light Purple,"Under-, Nightwear",Cotton jersey briefs in various designs with an elasticated waist and lined gusset.,cotton jersey,all year,unknown
376,539723029,Jade Denim TRS,Trousers,Garment Lower body,Treatment,Light Pink,Trousers,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",denim,fall/winter,casual
377,783707021,1pk Fun,Socks,Socks & Tights,All over pattern,Dark Blue,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops.",cotton blend,all year,unknown
378,788324009,Fantastic dress,Dress,Garment Full body,Solid,Other Red,Jersey Fancy,"Fitted, calf-length dress in jersey crêpe with a V-neck, narrow adjustable shoulder straps, a draped, sewn-in wrapover front and decorative ties at one side. Unlined.",jersey crêpe,unknown,unknown
379,501616007,FRAME Easy Iron,Shirt,Garment Upper body,Solid,White,Shirts,"Long-sleeved shirt in a cotton blend with an easy-iron finish. Turn-down collar, classic front, narrow cuffs with adjustable buttoning, darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",cotton blend,all year,formal or casual
380,814875003,BETH SWETTIS,Sweater,Garment Upper body,All over pattern,Black,Jersey Fancy,"Top in soft, patterned sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside.",sweatshirt fabric,fall/winter,casual
381,629126001,Penny polo neck,Sweater,Garment Upper body,Solid,Dark Blue,Knitwear,"Jumper in soft, gently draping, double-knit cashmere with a turtle neck, dropped shoulders and wide ribbing at the cuffs and hem.",cashmere,fall/winter,casual or formal
382,601693001,GOOFY,Sweater,Garment Upper body,Front print,Black,Knitwear,"Jacquard-knit jumper in a soft modal and cotton blend with long sleeves and ribbing around the neckline, cuffs and hem.",modal and cotton blend,fall/winter,casual
383,763451003,Drew cropped top,Top,Garment Upper body,All over pattern,Beige,Jersey Fancy,Short top in patterned viscose jersey with a small stand-up collar and long sleeves.,viscose,all year,unknown
384,512630007,OL TRANCE (1),Boots,Shoes,Solid,Dark Red,Shoes,"Sock-style court shoes in imitation leather with a jersey top section, pointed toes and covered heels. Satin linings, imitation leather insoles and rubber soles. Heel 6 cm.",imitation leather,all year,unknown
385,572797033,ESSENTIAL TANKTOP LACE,Vest top,Garment Upper body,Solid,Light Pink,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.,cotton,all year,casual
386,678687010,KARIN SPORTS BRA,Bra,Underwear,All over pattern,Dark Blue,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back with sections in ventilating mesh and a wide elastic hem. Medium support.",functional fabric,unknown,sports
387,514825001,CHLOE TOP,Blouse,Garment Upper body,Solid,White,Blouses,"Cropped blouse in a cotton weave with broderie anglaise, short raglan sleeves and smocking around the neckline, sleeves and hem.",cotton,spring/fall,casual
388,562613001,Jax Hipster (Poppy) 3p,Underwear bottom,Underwear,Melange,Grey,"Under-, Nightwear","Briefs in jersey made from a cotton blend with a wide elastic waistband. Mid waist, lined gusset and cutaway coverage at the back.",cotton blend,all year,unknown
389,730219001,Wow Ole Sweater,Sweater,Garment Upper body,Embroidery,Grey,Jersey Fancy,"Top in lightweight sweatshirt fabric with a small embroidered motif at the top and ribbing around the neckline, cuffs and hem.",sweatshirt fabric,all year,casual
390,736727001,SWIFT 2-p shorts,Shorts,Garment Lower body,Stripe,White,Jersey Fancy,CONSCIOUS Shorts in organic cotton sweatshirt fabric with an elasticated drawstring waist and kangaroo pocket at the front.,organic cotton sweatshirt fabric,spring/fall,casual
391,854232002,Paint Dress,Dress,Garment Full body,Solid,Light Red,Dresses Ladies,"Long dress in softly draping chiffon with a deep V-neck decorated with a pleated flounce that continues over each shoulder and down the back where it turns into narrow ribbons that cross and tie. Seam under the bust, a concealed zip in one side and a flared, pleated skirt. Satin lining.",chiffon,all year,party
392,631848001,RICHIE PELATED SKIRT,Skirt,Garment Lower body,Check,Red,Skirts,"Short, pleated skirt in woven fabric with a concealed zip and press-stud at one side. Unlined.",woven fabric,unknown,unknown
393,928158003,Stinson overshirt,Jacket,Garment Upper body,Solid,Yellowish Brown,Jersey Fancy,"Oversized shirt jacket in a felted weave with a collar, concealed fastening down the front and yoke with a pleat at the back. Large, open chest pockets, low dropped shoulders, long sleeves with concealed fasteners at the cuffs, and a rounded hem. Unlined.",felted weave,fall/winter,casual
394,642825003,Viva Las Vegas Push Bra,Bikini top,Swimwear,Solid,Black,Swimwear,"Fully lined bikini top with underwired, moulded, padded cups that lift and shape. Double straps at the hem, ties at the back of the neck and an adjustable metal fastener at the back.",unknown,summer,beach/pool
395,753318004,Julius winterboot BB MC,Sneakers,Shoes,Solid,Greenish Khaki,Shoes,"Warm-lined boots in fabric and imitation leather with waterproof feet sections. Padded shaft with an imitation leather appliqué, elasticated lacing at the front and a loop at the back. Pile linings and insoles and patterned soles.",fabric and imitation leather,fall/winter,casual
396,618287018,Malena Dress,Dress,Garment Full body,All over pattern,Off White,Dresses Ladies,"V-neck dress in an airy weave with short, double-flounced sleeves, an elasticated seam at the waist and ties at the sides. Lined.",airy weave,unknown,unknown
397,564311008,Chris 3pk Basic,Underwear bottom,Underwear,Solid,Turquoise,"Under-, Nightwear","Trunks in stretch jersey with flatlock seams, an elasticated waist, lined front and mid-length legs. The cotton content of the trunks is organic.",stretch jersey,all year,unknown
398,637661001,Ludwig,Sweater,Garment Upper body,Melange,Grey,Knitwear,"Wide jumper in a soft rib knit with wide ribbing around the neckline, dropped shoulders and long, slightly wider sleeves. Slightly longer at the back.",rib knit,fall/winter,casual
399,619918003,Ada ankle sock,Socks,Socks & Tights,All over pattern,White,"Under-, Nightwear","Thin, patterned socks with a short shaft.",unknown,unknown,unknown
400,856270002,Bounce seamless Cropped LS,Top,Garment Upper body,Melange,Black,Jersey Fancy,"Cropped sports top in fast-drying functional fabric with jacquard-patterned details, long sleeves, and wide ribbing at the hem. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",functional fabric,unknown,unknown
401,413707008,Fancy Leggings,Leggings/Tights,Garment Lower body,Treatment,Dark Red,Trousers,Leggings in stretch jersey with an elasticated waist.,stretch jersey,unknown,unknown
402,771273001,Flirty Iris Hoop Pack,Earring,Accessories,Solid,Gold,Accessories,"Metal and plastic hoop earrings in various designs, two pairs with a pendant. Diameter from 1.2 to 2.5 cm.",metal and plastic,unknown,unknown
403,692114004,Townshend parka,Jacket,Garment Upper body,Melange,Dark Blue,Outdoor,"Parka in soft, washed cotton twill with a detachable hood and a zip down the front. Lined.",cotton twill,fall/winter,casual
404,871997001,Bootcut HW Nova,Trousers,Garment Lower body,Denim,Dark Blue,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and legs with wide, flared hems. The cotton content of the jeans is partly recycled.",denim,all year,casual
405,766974003,Pull on denim shorts,Shorts,Garment Lower body,Denim,Grey,Shorts,"Shorts in washed denim with an elasticated drawstring waist, side pockets and back pockets.",denim,all year,casual
406,670954001,W CAROL TOP,Top,Garment Upper body,Solid,Off White,Unknown,"Short, off-the-shoulder blouse in a crinkled viscose weave. Short sleeves with smocked trims and smocking at the top and hem. Unlined.",viscose,summer,casual
407,536720003,Ronald hood,Hoodie,Garment Upper body,Solid,Dark Green,Outdoor,"Padded bomber jacket in woven fabric with a slight sheen and a pile-lined hood with a faux-fur trim. Zip down the front, a zipped sleeve pocket, flap side pockets with a press-stud and an inner pocket. Ribbing at the cuffs and hem. Lined.",woven fabric,fall/winter,casual
408,827680001,Latte LS,Sweater,Garment Upper body,Solid,White,Jersey Fancy,"Short, fitted top in ribbed jersey with a stand-up collar, zip down the front and long sleeves.",ribbed jersey,fall/winter,casual
409,791648001,Apron dress cord,Dress,Garment Full body,Solid,Dark Red,Blouses,"Short dungaree dress in stretch cotton corduroy with a chest pocket, buttons at the sides and adjustable straps with metal fasteners. Unlined.",cotton corduroy,fall/winter,casual
410,561277001,PLUS Support 70 Den 1 p Tights,Underwear Tights,Socks & Tights,Solid,Black,Socks and Tights,"Semi-opaque tights that shape the tummy, thighs and calves while also encouraging blood circulation in the legs. Elasticated waist. 70 denier.",unknown,unknown,unknown
411,506904001,Whisper dress,Dress,Garment Full body,All over pattern,Dark Blue,Jersey Fancy,"Dress in soft, patterned viscose jersey with narrow shoulder straps and a narrow elasticated seam at the waist. Gently bell-shaped skirt with an asymmetric hem.",viscose jersey,all year,unknown
412,605081002,2P SS PJ SOLID,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,"Under-, Nightwear","All-in-one pyjamas in soft organic cotton jersey with press-studs down the front and at the crotch, short sleeves and short legs.",organic cotton jersey,all year,sleepwear
413,726183003,J DUNHAM TOP EQ,Top,Garment Upper body,All over pattern,Light Pink,Unknown,"Straight-cut top in jersey made from a modal and cotton blend with a V-neck and short, frill-trimmed sleeves.",modal and cotton blend,unknown,unknown
414,770816001,Robbie Tee 9.99:-,T-shirt,Garment Upper body,Colour blocking,Black,Jersey Fancy,T-shirt in soft cotton with contrasting colour panels along the shoulders and sleeves.,cotton,all year,casual
415,547482001,Cousin Hood,Hoodie,Garment Upper body,Embroidery,Grey,Jersey Fancy,"Top in sweatshirt fabric with a lined drawstring hood, embroidered motif on the front and kangaroo pocket. Gently dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside.",sweatshirt fabric,all year,casual
416,553932006,Ritz flip flop OL,Flip flop,Shoes,Stripe,Dark Green,Shoes,Flip-flops with fabric straps and fluted rubber soles.,fabric,summer,casual
417,749665002,&DENIM Embrace denim shorts,Shorts,Garment Lower body,Denim,Black,Trousers Denim,"Short 5-pocket shorts in washed denim with worn details and a smart stretch function so that the shorts embrace the body for a comfortable and flattering fit. High waist, zip fly and skinny legs.",denim,all year,casual
